,Дата,Brent_prices,ACWI_indexes,Dow_Jones_indexes,DXY_indexes,FTSE_100_indexes,MOEX_indexes,RTS_indexes,SPX_indexes,USD_RUB_rates
488,22.02.2012,122.90,46.29,12938.67,79.303,5916.55,1538.17,1642.01,1357.66,29.6990
489,24.02.2012,125.47,46.72,12982.95,78.401,5935.13,1594.55,1722.05,1365.74,29.1215
490,27.02.2012,124.17,46.52,12981.51,78.578,5915.55,1592.66,1728.13,1367.59,29.0195
491,28.02.2012,121.55,46.96,13005.12,78.300,5927.91,1574.10,1708.16,1372.18,29.0125
492,29.02.2012,122.66,46.68,12952.07,78.794,5871.51,1597.67,1734.99,1365.68,29.2065
493,01.03.2012,126.20,47.03,12980.30,78.834,5931.25,1595.78,1723.57,1374.09,29.1360
494,02.03.2012,123.65,46.74,12977.57,79.462,5911.13,1608.08,1726.73,1369.63,29.3660
495,05.03.2012,123.80,46.49,12962.81,79.365,5874.82,1625.74,1752.17,1364.33,29.3525
496,06.03.2012,121.98,45.27,12759.15,79.926,5765.80,1562.19,1676.48,1343.36,29.6575
497,07.03.2012,124.12,45.78,12837.33,79.763,5791.41,1572.83,1677.21,1352.63,29.6240
498,12.03.2012,125.34,46.51,12959.71,79.913,5892.75,1604.26,1714.12,1371.09,29.6210
499,13.03.2012,126.22,47.27,13177.68,80.210,5955.91,1611.88,1729.91,1395.95,29.4400
500,14.03.2012,124.97,47.07,13194.10,80.536,5945.43,1631.15,1752.02,1394.28,29.5845
501,15.03.2012,123.55,47.39,13252.76,80.136,5940.72,1626.63,1754.81,1402.60,29.4370
502,16.03.2012,125.81,47.48,13232.62,79.734,5965.58,1618.99,1748.32,1404.17,29.2295
503,19.03.2012,125.71,47.68,13239.13,79.712,5961.11,1586.41,1722.50,1409.75,29.1135
504,20.03.2012,124.12,47.33,13170.19,79.825,5891.41,1558.65,1693.07,1405.52,29.2540
505,21.03.2012,124.20,47.11,13124.62,79.896,5891.95,1551.78,1686.91,1402.89,29.2790
506,22.03.2012,123.14,46.70,13046.14,79.998,5845.65,1529.51,1653.80,1392.78,29.4515
507,23.03.2012,125.13,46.92,13080.73,79.576,5854.89,1540.97,1668.41,1397.11,29.2650
508,26.03.2012,125.65,47.54,13241.63,79.179,5902.70,1565.12,1712.85,1416.51,28.9600
509,27.03.2012,125.54,47.39,13197.73,79.222,5869.55,1554.28,1699.68,1412.52,29.0605
510,28.03.2012,124.16,47.12,13126.21,79.299,5808.99,1520.37,1647.44,1405.54,29.3825
511,29.03.2012,122.39,46.86,13145.82,79.357,5742.03,1494.86,1613.41,1403.28,29.4305
512,30.03.2012,122.88,47.20,13212.04,79.138,5768.45,1517.34,1637.73,1408.47,29.3075
513,02.04.2012,125.43,47.69,13264.49,78.963,5874.89,1521.90,1643.20,1419.04,29.2950
514,03.04.2012,124.86,47.21,13199.55,79.641,5838.34,1550.05,1681.80,1413.38,29.3045
515,04.04.2012,122.34,46.41,13074.75,79.949,5703.77,1512.88,1632.21,1398.96,29.4460
516,05.04.2012,123.43,46.35,13060.14,80.293,5723.67,1525.11,1642.62,1398.08,29.3980
517,10.04.2012,119.88,45.10,12715.93,80.098,5595.55,1498.07,1606.98,1358.59,29.8395
518,11.04.2012,120.18,45.57,12805.39,79.993,5634.74,1505.77,1615.69,1368.71,29.6415
519,12.04.2012,121.71,46.38,12986.58,79.449,5710.46,1501.63,1620.19,1387.57,29.4160
520,13.04.2012,121.83,45.67,12849.59,80.055,5651.79,1502.65,1612.74,1370.26,29.6165
521,16.04.2012,118.68,45.78,12921.41,79.732,5666.28,1477.71,1587.58,1369.57,29.6050
522,17.04.2012,118.78,46.44,13115.54,79.627,5766.95,1471.61,1585.40,1390.78,29.4975
523,18.04.2012,117.97,46.29,13032.75,79.674,5745.29,1468.55,1583.06,1385.14,29.5325
524,19.04.2012,118.00,46.05,12964.10,79.707,5744.55,1496.60,1609.56,1376.92,29.5040
525,20.04.2012,118.76,46.22,13029.26,79.313,5772.15,1505.10,1619.53,1378.53,29.4560
526,23.04.2012,118.71,45.67,12927.17,79.536,5665.57,1466.34,1572.88,1366.94,29.5035
527,24.04.2012,118.16,45.90,13001.56,79.326,5709.49,1457.40,1576.22,1371.97,29.3655
528,25.04.2012,119.12,46.44,13090.72,79.111,5718.89,1461.85,1583.42,1390.69,29.3580
529,26.04.2012,119.92,46.66,13204.62,79.001,5748.72,1447.06,1574.61,1399.98,29.3315
530,27.04.2012,119.83,46.83,13228.31,78.757,5777.11,1469.65,1594.20,1403.36,29.3190
531,02.05.2012,118.20,46.68,13268.57,79.201,5758.11,1446.04,1569.10,1402.31,29.4305
532,03.05.2012,116.08,46.28,13206.59,79.293,5766.55,1442.71,1560.11,1391.57,29.5330
533,04.05.2012,113.18,45.50,13038.27,79.587,5655.06,1391.14,1498.05,1369.10,29.7695
534,08.05.2012,112.73,45.14,12932.09,79.849,5554.55,1384.02,1481.06,1363.72,30.1460
535,10.05.2012,112.73,44.81,12855.04,80.257,5543.95,1408.31,1489.45,1357.99,30.1575
536,11.05.2012,112.26,44.64,12820.60,80.404,5575.52,1392.00,1464.53,1353.39,30.1650
537,14.05.2012,111.57,43.99,12695.35,80.748,5465.52,1337.42,1401.73,1338.35,30.3910
538,15.05.2012,112.24,43.52,12632.00,81.380,5437.62,1344.75,1400.77,1330.66,30.6790
539,16.05.2012,111.71,43.16,12598.55,81.524,5405.25,1335.10,1373.82,1324.80,31.0410
540,17.05.2012,107.49,42.48,12442.49,81.540,5338.38,1287.79,1313.43,1304.86,31.1225
541,18.05.2012,107.14,42.27,12369.38,81.424,5267.62,1271.48,1289.46,1295.22,31.3105
542,21.05.2012,108.81,43.03,12504.48,81.232,5304.48,1298.42,1318.29,1315.99,31.1170
543,22.05.2012,108.41,42.93,12502.81,81.648,5403.28,1301.09,1321.87,1316.63,31.3775
544,23.05.2012,105.56,42.76,12496.15,82.235,5266.41,1256.55,1264.29,1318.86,31.7372
545,24.05.2012,106.55,42.67,12529.75,82.487,5350.05,1284.48,1287.43,1320.68,31.7935
546,25.05.2012,106.83,42.49,12454.83,82.523,5351.53,1281.60,1272.69,1317.82,32.0905
547,29.05.2012,106.68,43.09,12580.69,82.581,5391.14,1327.08,1307.03,1332.42,32.3005
548,30.05.2012,103.47,42.28,12419.86,83.086,5297.28,1308.30,1273.26,1313.32,32.8247
549,31.05.2012,101.87,42.33,12393.45,83.129,5320.86,1306.42,1242.43,1310.33,33.3365
550,01.06.2012,98.43,41.27,12118.57,82.973,5260.19,1298.08,1227.65,1278.04,33.6740
551,06.06.2012,100.64,42.79,12414.79,82.379,5384.11,1313.21,1277.54,1315.13,32.3442
552,07.06.2012,99.93,42.87,12460.96,82.106,5447.79,1336.33,1303.96,1314.99,32.4630
553,08.06.2012,99.47,42.91,12554.20,82.562,5435.08,1332.92,1282.48,1325.66,32.5280
554,13.06.2012,97.13,42.66,12496.38,82.057,5483.81,1346.43,1309.58,1314.88,32.4720
555,14.06.2012,97.03,43.06,12651.91,81.988,5467.05,1346.04,1304.07,1329.10,32.5000
556,15.06.2012,97.61,43.56,12767.17,81.605,5478.81,1375.23,1337.50,1342.84,32.3750
557,18.06.2012,96.05,43.60,12741.82,81.854,5491.09,1389.00,1348.38,1344.78,32.4100
558,19.06.2012,95.76,44.20,12837.33,81.586,5586.31,1389.97,1350.15,1357.98,32.3850
559,20.06.2012,92.69,44.25,12824.39,81.734,5622.29,1374.69,1332.64,1355.69,32.5750
560,21.06.2012,89.23,42.53,12573.57,82.488,5566.36,1363.58,1306.85,1325.51,33.1820
561,22.06.2012,90.98,42.82,12640.78,82.442,5513.69,1347.15,1281.88,1335.02,33.2100
562,25.06.2012,91.01,42.04,12502.66,82.662,5450.65,1330.15,1261.89,1313.72,33.2350
563,26.06.2012,93.02,42.28,12534.67,82.539,5446.96,1342.82,1288.67,1319.99,32.9130
564,27.06.2012,93.50,42.66,12627.01,82.810,5523.92,1365.93,1306.82,1331.85,32.9660
565,28.06.2012,91.36,42.59,12602.26,83.007,5493.06,1342.91,1280.92,1329.04,33.1330
566,29.06.2012,97.80,43.87,12880.09,81.753,5571.15,1387.52,1350.51,1362.16,32.3950
567,02.07.2012,97.34,44.13,12871.39,82.008,5640.64,1402.74,1357.34,1365.51,32.5760
568,03.07.2012,100.68,44.56,12943.82,81.872,5687.73,1437.45,1408.43,1374.02,32.2240
569,05.07.2012,100.70,44.16,12896.67,82.942,5692.63,1435.76,1388.07,1367.58,32.5140
570,06.07.2012,98.19,43.66,12772.47,83.561,5662.63,1414.28,1357.71,1354.68,32.8700
571,09.07.2012,100.32,43.56,12736.29,83.351,5627.33,1414.62,1352.50,1352.46,32.9850
572,10.07.2012,97.97,43.27,12653.12,83.559,5664.07,1422.58,1362.95,1341.47,32.8940
573,11.07.2012,100.23,43.32,12604.53,83.728,5664.48,1405.15,1355.86,1341.45,32.7080
574,12.07.2012,101.07,42.97,12573.27,83.809,5608.25,1394.30,1340.17,1334.76,32.7420
575,13.07.2012,102.40,43.60,12777.09,83.474,5666.13,1416.50,1368.69,1356.78,32.5620
576,16.07.2012,103.55,43.54,12727.21,83.218,5662.43,1422.03,1374.02,1353.64,32.5320
577,17.07.2012,104.00,43.77,12805.54,83.168,5629.09,1430.17,1382.00,1363.67,32.3500
578,18.07.2012,105.16,44.09,12908.70,83.196,5685.77,1426.29,1390.63,1372.78,32.2290
579,19.07.2012,107.80,44.33,12943.36,82.980,5714.19,1434.47,1413.97,1376.51,31.8270
580,20.07.2012,106.83,43.70,12822.57,83.573,5651.77,1415.38,1391.55,1362.66,32.0610
581,23.07.2012,103.26,43.01,12721.46,83.815,5533.87,1372.97,1323.96,1350.52,32.6700
582,24.07.2012,103.42,42.63,12617.32,84.145,5499.23,1365.75,1314.27,1338.31,32.9430
583,25.07.2012,104.38,42.71,12676.05,83.641,5498.32,1367.67,1318.31,1337.89,32.6510
584,26.07.2012,105.26,43.66,12887.93,82.859,5573.16,1384.06,1349.90,1360.02,32.3570
585,27.07.2012,106.47,44.55,13075.66,82.765,5627.21,1406.30,1382.82,1385.97,32.0350
586,30.07.2012,106.20,44.53,13073.01,82.868,5693.63,1428.62,1398.07,1385.30,32.1770
587,31.07.2012,104.92,44.23,13008.68,82.710,5635.28,1407.02,1377.35,1379.32,32.2110
588,01.08.2012,105.96,44.18,12971.06,83.178,5712.82,1411.85,1374.98,1375.14,32.4020
589,02.08.2012,105.90,43.76,12878.88,83.451,5662.30,1397.05,1355.32,1365.00,32.6600
590,03.08.2012,108.94,44.82,13096.17,82.446,5787.28,1421.28,1398.33,1390.99,31.9900
591,06.08.2012,109.55,45.07,13117.51,82.304,5808.77,1439.06,1433.54,1394.23,31.5780
592,07.08.2012,112.00,45.43,13168.60,82.250,5841.24,1450.74,1445.34,1401.35,31.5450
593,08.08.2012,112.14,45.43,13175.64,82.439,5845.92,1449.49,1444.79,1402.22,31.5330
594,09.08.2012,113.22,45.54,13165.19,82.710,5851.51,1456.41,1447.09,1402.80,31.7100
595,10.08.2012,112.95,45.62,13207.95,82.631,5847.11,1441.59,1427.33,1405.87,31.8300
596,13.08.2012,113.60,45.52,13169.43,82.486,5831.88,1452.42,1436.15,1404.11,31.8740
597,14.08.2012,114.03,45.54,13172.14,82.527,5864.78,1462.57,1445.29,1403.93,31.8440
598,15.08.2012,116.25,45.48,13164.78,82.711,5833.04,1448.32,1427.67,1405.53,31.8690
599,16.08.2012,116.90,45.98,13250.11,82.417,5834.51,1451.87,1431.07,1415.51,31.8590
600,17.08.2012,113.71,45.99,13275.20,82.663,5852.42,1444.27,1416.78,1418.16,32.0380
601,20.08.2012,113.70,45.97,13271.64,82.500,5824.37,1428.75,1403.55,1418.13,32.0590
602,21.08.2012,114.64,46.00,13203.58,81.920,5857.52,1454.48,1442.72,1413.17,31.7650
603,22.08.2012,114.91,45.99,13172.76,81.497,5774.20,1446.84,1430.48,1413.49,31.7840
604,23.08.2012,115.01,45.63,13057.46,81.359,5776.60,1453.50,1442.94,1402.08,31.6950
605,24.08.2012,113.59,45.80,13157.97,81.603,5776.60,1454.08,1436.84,1411.13,31.8150
606,28.08.2012,112.58,45.69,13102.99,81.381,5775.71,1450.81,1428.88,1409.30,31.9930
607,29.08.2012,112.54,45.64,13107.48,81.564,5743.53,1437.14,1410.16,1410.49,32.2130
608,30.08.2012,112.65,45.15,13000.71,81.713,5719.45,1429.82,1384.26,1399.48,32.5590
609,31.08.2012,114.57,45.46,13090.84,81.216,5711.48,1422.91,1389.72,1406.58,32.2500
610,04.09.2012,114.18,45.33,13035.94,81.316,5672.01,1436.52,1405.71,1404.94,32.2970
611,05.09.2012,113.09,45.25,13047.48,81.235,5657.86,1421.62,1391.02,1403.44,32.2960
612,06.09.2012,113.49,46.26,13292.00,81.033,5777.34,1455.07,1437.37,1432.12,31.9570
613,07.09.2012,114.25,46.75,13306.64,80.234,5794.80,1474.58,1471.80,1437.92,31.6650
614,10.09.2012,114.81,46.40,13254.29,80.343,5793.20,1478.83,1476.44,1429.08,31.6770
615,11.09.2012,115.40,46.73,13323.36,79.836,5792.19,1478.05,1480.05,1433.56,31.5150
616,12.09.2012,115.96,46.93,13333.35,79.723,5782.08,1478.54,1482.51,1436.56,31.4560
617,13.09.2012,116.90,47.75,13539.86,79.237,5819.92,1472.60,1484.88,1459.99,31.0740
618,14.09.2012,116.66,48.08,13593.37,78.841,5915.55,1535.38,1589.40,1465.77,30.5030
619,17.09.2012,113.79,47.84,13553.10,78.843,5893.52,1530.36,1582.22,1461.19,30.6340
620,18.09.2012,112.03,47.77,13564.64,79.346,5868.16,1515.30,1547.74,1459.32,30.9110
621,19.09.2012,108.19,47.80,13577.96,79.127,5888.48,1499.12,1517.58,1461.05,31.2090
622,20.09.2012,110.03,47.58,13596.93,79.478,5854.64,1499.28,1515.88,1460.26,31.2370
623,21.09.2012,111.42,47.55,13579.47,79.398,5852.62,1496.65,1522.63,1460.15,31.0410
624,24.09.2012,109.81,47.42,13558.92,79.577,5838.84,1489.92,1509.58,1456.89,31.1430
625,25.09.2012,110.45,46.99,13457.55,79.608,5859.71,1482.61,1510.96,1441.59,31.2000
626,26.09.2012,110.04,46.69,13413.51,79.948,5768.09,1445.38,1456.99,1433.32,31.3110
627,27.09.2012,112.01,47.20,13485.97,79.592,5779.42,1453.09,1474.76,1447.15,30.9880
628,28.09.2012,112.39,46.69,13437.13,80.025,5742.07,1458.26,1475.70,1440.67,31.1850
629,01.10.2012,112.19,46.94,13515.11,79.909,5820.45,1490.21,1513.81,1444.49,31.2000
630,02.10.2012,111.57,47.06,13482.36,79.830,5809.45,1485.63,1507.77,1445.75,31.1350
631,03.10.2012,108.17,47.04,13494.61,80.064,5825.81,1472.50,1492.30,1450.99,31.1610
632,04.10.2012,112.58,47.45,13575.36,79.440,5827.78,1456.74,1483.03,1461.40,30.9850
633,05.10.2012,112.02,47.51,13610.15,79.428,5871.02,1477.60,1508.72,1460.93,31.0080
634,08.10.2012,111.82,47.26,13583.65,79.622,5841.74,1473.61,1492.51,1455.88,31.1840
635,09.10.2012,114.50,46.68,13473.53,80.069,5810.25,1472.94,1494.16,1441.48,31.1450
636,10.10.2012,114.33,46.53,13344.97,80.017,5776.71,1460.93,1483.84,1432.56,31.1170
637,11.10.2012,115.71,46.71,13326.39,79.860,5829.75,1463.12,1490.41,1432.84,31.0410
638,12.10.2012,114.62,46.63,13328.85,79.740,5793.32,1446.01,1472.36,1428.59,31.1100
639,15.10.2012,115.80,46.94,13424.23,79.806,5805.61,1443.42,1466.82,1440.13,31.0060
640,16.10.2012,115.07,47.51,13551.78,79.464,5870.54,1456.07,1488.18,1454.92,30.8590
641,17.10.2012,113.22,47.88,13557.00,79.059,5910.91,1474.30,1513.96,1460.91,30.7530
642,18.10.2012,112.42,47.75,13548.94,79.425,5917.05,1475.27,1512.01,1457.34,30.8000
643,19.10.2012,110.14,47.02,13343.51,79.688,5896.15,1460.06,1494.44,1433.19,30.8920
644,22.10.2012,109.44,47.24,13345.89,79.736,5882.91,1474.92,1497.63,1433.82,31.1070
645,23.10.2012,108.25,46.47,13102.53,80.080,5797.91,1455.31,1456.73,1413.11,31.3820
646,24.10.2012,107.85,46.45,13077.34,80.015,5804.78,1451.61,1462.43,1408.75,31.4350
647,25.10.2012,108.49,46.68,13103.68,80.118,5805.05,1446.00,1456.91,1412.97,31.3800
648,26.10.2012,109.55,46.52,13107.21,80.156,5806.71,1433.52,1441.38,1411.94,31.3980
649,31.10.2012,108.70,46.45,13096.46,79.987,5782.70,1425.70,1433.96,1412.16,31.3430
650,01.11.2012,108.17,47.07,13232.62,80.136,5861.92,1430.91,1443.50,1427.59,31.2870
651,02.11.2012,105.68,46.68,13093.16,80.683,5868.55,1440.25,1444.19,1414.20,31.4800
652,06.11.2012,111.07,46.87,13245.68,80.715,5884.90,1446.46,1448.98,1428.39,31.3730
653,07.11.2012,106.82,46.25,12932.73,80.867,5791.63,1423.36,1426.94,1394.53,31.5800
654,08.11.2012,107.25,45.77,12811.32,80.886,5776.05,1407.79,1410.27,1377.51,31.5100
655,09.11.2012,109.40,45.73,12815.39,81.098,5769.68,1401.32,1397.86,1379.85,31.5750
656,12.11.2012,109.07,45.78,12815.08,81.106,5767.27,1407.90,1404.26,1380.03,31.6100
657,13.11.2012,108.26,45.55,12756.18,81.140,5786.25,1373.83,1363.63,1374.53,31.7520
658,14.11.2012,109.61,44.97,12570.95,81.100,5722.01,1372.19,1367.15,1355.49,31.7060
659,15.11.2012,110.98,45.02,12542.38,81.138,5677.75,1386.25,1381.58,1353.33,31.6660
660,16.11.2012,108.95,45.18,12588.31,81.310,5605.59,1383.66,1376.10,1359.88,31.7100
661,19.11.2012,111.70,46.06,12795.96,80.922,5737.66,1398.57,1399.70,1386.89,31.4150
662,20.11.2012,109.83,46.07,12788.51,81.000,5748.10,1396.39,1403.59,1387.81,31.3060
663,21.11.2012,110.86,46.22,12836.89,80.966,5752.03,1405.70,1420.97,1391.03,31.1830
664,23.11.2012,111.38,46.94,13009.68,80.236,5819.14,1413.15,1432.24,1409.15,31.0500
665,26.11.2012,110.92,46.84,12967.37,80.266,5786.72,1403.94,1426.96,1406.29,31.0080
666,27.11.2012,109.87,46.58,12878.13,80.430,5799.71,1394.87,1417.60,1398.94,31.0450
667,28.11.2012,109.51,46.90,12985.11,80.354,5803.28,1380.94,1397.38,1409.93,31.0700
668,29.11.2012,110.76,47.21,13021.82,80.209,5870.30,1388.31,1420.35,1415.95,30.8720
669,30.11.2012,111.23,47.19,13025.58,80.163,5866.82,1405.97,1436.55,1416.18,30.8650
670,03.12.2012,110.92,47.12,12965.60,79.872,5871.24,1421.97,1451.69,1409.46,30.8820
671,04.12.2012,109.84,47.13,12951.78,79.634,5869.04,1411.83,1443.87,1407.05,30.8400
672,05.12.2012,108.81,47.36,13034.49,79.764,5892.08,1435.97,1469.54,1409.28,30.7970
673,06.12.2012,107.03,47.49,13074.04,80.253,5901.42,1438.54,1467.00,1413.94,30.9530
674,07.12.2012,107.02,47.57,13155.13,80.402,5914.40,1441.47,1471.09,1418.07,30.8260
675,10.12.2012,107.33,47.67,13169.88,80.330,5921.63,1447.72,1480.78,1418.55,30.7910
676,11.12.2012,108.01,47.92,13248.44,80.054,5924.97,1448.43,1484.50,1427.84,30.7070
677,12.12.2012,109.50,48.02,13245.45,79.810,5945.85,1466.51,1506.91,1428.48,30.5490
678,13.12.2012,107.91,47.75,13170.72,79.913,5929.61,1462.87,1499.68,1419.45,30.7360
679,14.12.2012,109.15,47.76,13135.01,79.560,5921.76,1466.15,1500.89,1413.58,30.7070
680,17.12.2012,107.64,48.11,13235.39,79.513,5912.15,1469.53,1491.21,1430.36,30.9790
681,18.12.2012,108.84,48.12,13350.96,79.387,5935.90,1481.54,1511.43,1446.79,30.7400
682,19.12.2012,110.36,47.94,13251.97,79.313,5961.59,1478.83,1517.39,1435.81,30.7650
683,20.12.2012,110.20,48.33,13311.72,79.310,5958.34,1488.22,1528.89,1443.69,30.7030
684,21.12.2012,108.97,47.91,13190.84,79.712,5939.99,1477.44,1512.18,1430.15,30.8280
685,24.12.2012,108.80,47.79,13139.08,79.745,5954.18,1471.73,1515.87,1426.66,30.6330
686,27.12.2012,110.80,47.72,13096.31,79.719,5954.30,1478.24,1535.05,1418.10,30.3650
687,28.12.2012,110.62,47.36,12938.11,79.785,5925.37,1474.72,1526.98,1402.43,30.3690
688,08.01.2013,111.94,48.60,13328.85,80.445,6053.63,1514.82,1576.10,1457.15,30.3000
689,09.01.2013,111.76,48.77,13390.51,80.677,6098.65,1516.01,1568.59,1461.02,30.3630
690,10.01.2013,111.89,49.29,13471.22,79.817,6101.51,1507.16,1572.00,1472.12,30.1430
691,11.01.2013,110.64,49.27,13488.43,79.611,6121.58,1510.84,1571.73,1472.05,30.3280
692,14.01.2013,111.88,49.28,13507.32,79.540,6107.86,1528.48,1590.21,1470.68,30.2210
693,15.01.2013,110.30,49.24,13534.89,79.832,6117.31,1515.25,1576.54,1472.34,30.2980
694,16.01.2013,110.61,49.18,13511.23,79.854,6103.98,1514.86,1571.15,1472.63,30.3410
695,17.01.2013,111.10,49.52,13596.02,79.711,6132.36,1523.74,1585.44,1480.94,30.1730
696,18.01.2013,111.89,49.59,13649.70,80.116,6154.41,1540.55,1603.50,1485.98,30.2670
697,22.01.2013,112.42,49.72,13712.21,79.973,6179.17,1525.36,1589.02,1492.56,30.2400
698,23.01.2013,112.80,49.65,13779.33,79.990,6197.64,1537.49,1605.36,1494.81,30.1550
699,24.01.2013,113.28,49.74,13825.33,80.007,6264.91,1533.77,1604.65,1494.82,30.0780
700,25.01.2013,113.28,50.05,13895.98,79.820,6284.45,1544.02,1618.84,1502.96,30.0410
701,28.01.2013,113.48,49.88,13881.93,79.868,6294.41,1562.93,1635.50,1500.18,30.1800
702,29.01.2013,114.36,50.20,13954.42,79.624,6339.19,1549.75,1623.87,1507.84,30.0400
703,30.01.2013,114.90,50.04,13910.42,79.326,6323.11,1543.43,1618.77,1501.96,30.0430
704,31.01.2013,115.55,49.89,13860.58,79.226,6276.88,1546.76,1622.13,1498.11,30.0300
705,01.02.2013,116.76,50.34,14009.79,79.135,6347.24,1547.22,1628.31,1513.17,29.8630
706,04.02.2013,115.60,49.63,13880.08,79.573,6246.84,1535.35,1612.52,1495.71,30.0750
707,05.02.2013,116.52,49.96,13979.30,79.533,6282.76,1540.36,1614.09,1511.29,29.9680
708,06.02.2013,116.73,49.99,13986.52,79.767,6295.34,1530.38,1602.99,1512.12,30.0750
709,07.02.2013,117.24,49.79,13944.05,80.257,6228.42,1525.88,1595.36,1509.39,30.2500
710,08.02.2013,118.90,50.06,13992.97,80.316,6263.93,1519.91,1590.13,1517.93,30.1700
711,11.02.2013,118.13,49.98,13971.24,80.389,6277.06,1515.89,1581.95,1517.01,30.1600
712,12.02.2013,118.66,50.17,14018.70,80.163,6338.38,1512.03,1582.35,1519.43,30.0350
713,13.02.2013,118.72,50.28,13982.91,80.167,6359.11,1537.93,1612.65,1520.33,30.0520
714,14.02.2013,118.00,50.18,13973.39,80.538,6327.36,1519.22,1588.31,1521.38,30.1220
715,15.02.2013,117.66,50.10,13981.76,80.576,6328.26,1508.17,1577.26,1519.79,30.1130
716,19.02.2013,117.52,50.47,14035.67,80.545,6379.07,1522.69,1592.74,1530.94,30.0900
717,20.02.2013,115.60,49.94,13927.54,81.155,6395.37,1511.40,1582.63,1511.95,30.2300
718,21.02.2013,113.53,49.48,13880.62,81.551,6291.54,1493.71,1548.76,1502.42,30.4700
719,22.02.2013,114.10,49.96,14000.57,81.585,6335.70,1496.61,1551.04,1515.60,30.3900
720,25.02.2013,114.44,49.03,13784.17,81.777,6355.37,1503.66,1565.07,1487.85,30.4750
721,26.02.2013,112.71,49.32,13900.13,81.940,6270.44,1484.67,1530.82,1496.94,30.6050
722,27.02.2013,111.87,49.91,14075.37,81.672,6325.88,1487.17,1530.52,1515.99,30.4900
723,28.02.2013,111.38,49.84,14054.49,82.003,6360.81,1486.04,1534.41,1514.68,30.6500
724,01.03.2013,110.40,49.89,14089.66,82.358,6378.60,1473.54,1509.80,1518.20,30.6960
725,04.03.2013,110.09,50.00,14127.82,82.255,6345.63,1464.45,1498.79,1525.20,30.7680
726,05.03.2013,111.61,50.46,14253.77,82.147,6431.95,1484.22,1523.34,1539.79,30.6180
727,06.03.2013,111.06,50.59,14296.24,82.507,6427.64,1491.49,1529.32,1541.46,30.7820
728,07.03.2013,111.15,50.73,14329.49,82.123,6439.16,1491.35,1532.09,1544.26,30.7120
729,11.03.2013,110.22,51.02,14447.29,82.580,6503.63,1504.05,1539.87,1556.22,30.6950
730,12.03.2013,109.65,50.78,14450.06,82.595,6510.62,1501.76,1542.55,1552.48,30.6880
731,13.03.2013,108.52,50.75,14455.28,82.902,6481.50,1496.37,1531.14,1554.52,30.7980
732,14.03.2013,109.42,51.03,14539.14,82.623,6529.41,1498.97,1535.73,1563.23,30.7190
733,15.03.2013,109.82,51.01,14514.11,82.256,6489.65,1495.11,1537.66,1560.70,30.6260
734,18.03.2013,109.51,50.57,14452.06,82.574,6457.92,1462.82,1494.30,1552.10,30.8080
735,19.03.2013,107.45,50.40,14455.82,83.211,6441.32,1449.20,1478.82,1548.34,30.9970
736,20.03.2013,108.72,50.75,14511.73,82.948,6432.70,1459.03,1489.34,1558.71,30.8750
737,21.03.2013,107.47,50.20,14421.49,82.905,6388.55,1459.22,1485.73,1545.80,30.9500
738,22.03.2013,107.66,50.60,14512.03,82.529,6392.76,1441.36,1470.91,1556.89,30.8500
739,25.03.2013,108.17,50.31,14447.75,82.995,6378.38,1428.46,1458.80,1551.69,30.9400
740,26.03.2013,109.36,50.64,14559.65,83.048,6399.37,1417.00,1445.46,1563.77,30.8800
741,27.03.2013,109.69,50.58,14526.16,83.411,6387.56,1425.00,1446.04,1562.85,31.0350
742,28.03.2013,110.02,50.75,14578.54,83.175,6411.74,1434.18,1454.72,1569.19,31.1170
743,02.04.2013,110.69,50.72,14662.01,83.092,6490.66,1430.30,1440.10,1570.25,31.3230
744,03.04.2013,107.11,50.29,14550.35,82.861,6420.28,1427.94,1425.99,1553.69,31.6520
745,04.04.2013,106.34,50.49,14606.11,82.795,6344.12,1426.87,1419.45,1559.98,31.6020
746,05.04.2013,104.12,50.30,14565.25,82.603,6249.78,1416.69,1411.09,1553.28,31.5050
747,08.04.2013,104.66,50.51,14613.48,82.869,6276.94,1408.55,1419.63,1563.07,31.2230
748,09.04.2013,106.23,50.74,14673.46,82.414,6313.21,1425.49,1439.46,1568.61,31.0250
749,10.04.2013,105.79,51.40,14802.24,82.634,6387.37,1425.50,1453.81,1587.73,30.8920
750,11.04.2013,104.27,51.65,14865.14,82.325,6416.14,1401.73,1433.08,1593.37,30.8650
751,12.04.2013,103.11,51.45,14865.06,82.406,6384.39,1385.84,1405.47,1588.85,31.0650
752,15.04.2013,100.39,50.26,14599.20,82.507,6343.60,1359.69,1366.53,1552.36,31.5020
753,16.04.2013,99.91,51.01,14756.78,81.823,6304.58,1352.37,1356.65,1574.57,31.2480
754,17.04.2013,97.69,50.12,14618.59,82.791,6244.21,1335.89,1327.92,1552.01,31.8870
755,18.04.2013,99.13,49.91,14537.14,82.681,6243.67,1335.21,1327.55,1541.61,31.5850
756,19.04.2013,99.65,50.39,14547.51,82.846,6286.59,1338.43,1336.46,1555.25,31.6650
757,22.04.2013,100.39,50.58,14567.17,82.824,6280.62,1336.84,1329.14,1562.50,31.5650
758,23.04.2013,100.31,51.08,14719.46,83.186,6406.12,1339.91,1333.89,1578.78,31.6350
759,24.04.2013,101.73,51.32,14676.30,83.026,6431.76,1377.01,1375.40,1578.79,31.4800
